,score
1667,0.0015854563
1668,1.7278042e-05
1669,0.0001223924
1670,0.9788663
1671,0.040259235
1672,0.96439296
1673,0.0007734884
1674,0.009663884
1675,0.029756626
1676,0.0013875319
1677,0.20059083
1678,0.005077384
1679,0.0028309894
1680,7.9964826e-07
1681,0.15504201
1682,0.8346081
1683,0.20449421
1684,0.00035293907
1685,0.0649279
1686,0.00045202186
1687,0.01695764
1688,0.7834131
1689,0.3460755
1690,0.09327552
1691,0.14788863
1692,0.9798237
1693,1.483918e-07
1694,0.023691257
1695,0.9995634
1696,0.0037897038
1697,0.0013629769
1698,0.0111718355
1699,0.0006024144
1700,0.01947945
1701,0.024046144
1702,3.7223606e-05
1703,0.000274253
1704,0.006494629
1705,0.98304176
1706,0.052543275
1707,0.9505508
1708,1.5437972e-05
1709,0.00014441868
1710,0.01363409
1711,0.9706133
1712,0.69121194
1713,0.026694933
1714,9.9756464e-05
1715,0.0005355743
1716,0.00445905
1717,0.0019600666
1718,0.82046354
1719,0.33920094
1720,0.847222
1721,0.0015555479
1722,3.8338672e-05
1723,0.011377476
1724,0.003540814
1725,1.1699986e-05
1726,0.800049
1727,0.0029716964
1728,0.62782615
1729,0.08606385
1730,1.6344328e-06
1731,0.00018882574
1732,0.011078469
1733,0.0003535869
1734,2.24276e-06
1735,3.871434e-05
1736,0.9345896
1737,0.9980703
1738,0.011359202
1739,0.010069679
1740,0.009913608
1741,2.7218975e-05
1742,0.0005761662
1743,0.004877021
1744,0.981974
1745,0.4022159
1746,0.08780243
1747,0.0025141705
1748,0.9762037
1749,0.0066475994
1750,0.012195316
1751,0.91532975
1752,0.0006046394
1753,0.0007504269
1754,0.8958454
1755,0.43442702
1756,0.00036087685
1757,0.0008548464
1758,0.022781704
1759,0.0042450223
1760,0.0059802113
1761,3.690996e-05
1762,0.19769366
1763,1.8706025e-05
1764,5.980386e-06
1765,0.012000428
1766,2.7474114e-06
1767,0.92914623
1768,4.2866345e-06
1769,0.75800955
1770,0.000118991586
1771,0.00062767754
1772,4.1845936e-07
1773,1.8772844e-05
1774,7.0447684e-05
1775,0.97151756
1776,7.386364e-05
1777,5.170159e-05
1778,0.00048007298
1779,1.3937242e-05
1780,0.00047449843
1781,0.032520827
1782,3.3256507e-05
1783,4.9878512e-05
1784,0.026769036
1785,2.1149921e-07
1786,8.052132e-07
1787,0.003959332
1788,0.002449171
1789,8.531207e-06
1790,9.63928e-05
1791,0.0031932073
1792,0.0003138737
1793,0.00069642876
1794,0.011251995
1795,0.1974428
1796,0.0008308408
1797,0.0028096975
1798,9.964547e-06
1799,0.019504676
1800,0.011378132
1801,0.0029196618
1802,0.00028858826
1803,0.011361153
1804,0.92360294
1805,0.00063080445
1806,0.6394813
1807,0.0744771
1808,0.3265178
1809,0.8962168
1810,1.9375336e-06
1811,9.036598e-06
1812,0.03361417
1813,0.08645286
1814,7.649588e-05
1815,4.3470354e-06
1816,0.006527173
1817,0.011965235
1818,0.46363908
1819,0.06374893
1820,5.2525697e-06
1821,0.97727513
1822,0.7386096
1823,0.007700856
1824,0.0034599658
1825,3.8076278e-06
1826,0.27430886
1827,0.10125372
1828,3.0842425e-06
1829,0.14672874
1830,0.0001316324
1831,0.019234465
1832,0.004753016
1833,0.0036241745
1834,5.021105e-05
1835,0.0010862041
1836,0.11290546
1837,3.8648574e-07
1838,0.016897716
1839,0.87818295
1840,0.6576418
1841,0.0007427216
1842,0.07936159
1843,0.0022760709
1844,0.9996996
1845,0.035247862
1846,0.0005239897
1847,9.974235e-06
1848,0.0010587819
1849,0.0017407069
1850,0.0508086
1851,0.0040098703
1852,0.6366066
1853,0.00010816306
1854,0.007758649
1855,7.2640255e-06
1856,0.0069901627
1857,2.2714119e-05
1858,0.9964573
1859,0.006696116
1860,0.020946618
1861,0.9687271
1862,6.8408247e-07
1863,3.347405e-05
1864,0.3868973
1865,0.0073327157
1866,0.44991124
1867,0.078233145
1868,0.025200417
1869,0.396024
1870,0.012312221
1871,1.6210951e-06
1872,0.9430642
1873,5.081236e-06
1874,0.28993392
1875,0.40950415
1876,0.5060601
1877,9.1154616e-05
1878,0.000112879476
1879,4.217383e-05
1880,0.5879687
1881,0.056604803
1882,0.075354375
1883,0.7637316
1884,0.010149077
1885,0.0013344754
1886,0.694411
1887,0.0010302807
1888,0.13693702
1889,0.00086446037
1890,2.1733764e-05
1891,0.57177514
1892,0.003052205
1893,0.0001676123
1894,0.975875
1895,0.0032293687
1896,0.08884742
1897,5.7704674e-05
1898,7.658117e-07
1899,0.0046270997
1900,0.0030488682
1901,0.06809245
1902,0.38506407
1903,0.7479502
1904,0.27799055
1905,0.98971003
1906,0.0026401582
1907,4.6821155e-05
1908,0.16199179
1909,0.007202607
1910,1.9637893e-05
1911,0.6348053
1912,0.0012775551
1913,0.0008771147
1914,9.4603325e-05
1915,0.8830294
1916,2.4268893e-06
1917,0.7284248
1918,1.9712385e-05
1919,2.8278404e-05
1920,0.022402734
1921,0.009684091
1922,0.05546998
1923,0.00016482873
1924,0.004162608
1925,0.3738961
1926,0.005134348
1927,0.00010430351
1928,0.07710998
1929,0.0036569317
1930,0.005193971
1931,0.0020854282
1932,0.2618136
1933,0.9914106
1934,0.11800024
1935,0.0015093402
1936,3.0708517e-05
1937,0.11589739
1938,0.09619739
1939,0.08042628
1940,0.003528929
1941,0.21700382
1942,0.0003365528
1943,0.00430759
1944,2.795474e-05
1945,0.0027937174
1946,0.004980029
1947,0.0046859286
1948,3.99555e-08
1949,6.8349116e-05
1950,0.0052726734
1951,0.9282394
1952,7.445924e-05
1953,0.00049899943
1954,0.0002823661
