,score
1665,0.32397017
1666,0.06334133
1667,0.00027978758
1668,1.5009653e-05
1669,4.7847476e-07
1670,0.046445124
1671,0.0017367434
1672,0.71808326
1673,0.00050661684
1674,0.037891965
1675,0.03558175
1676,0.00019932582
1677,0.6628842
1678,0.0039267885
1679,0.001524139
1680,2.6243054e-09
1681,0.08331078
1682,0.22025664
1683,0.00044443374
1684,0.00013837397
1685,0.06936579
1686,0.00013047982
1687,0.009652925
1688,0.040574696
1689,0.09324108
1690,0.36455256
1691,0.43893534
1692,0.8387283
1693,1.4311383e-09
1694,0.010307284
1695,0.9639008
1696,9.8977594e-05
1697,3.9055343e-05
1698,0.05592815
1699,0.00017068697
1700,0.0070749717
1701,0.013058083
1702,3.2538148e-06
1703,1.4506525e-06
1704,0.0011244644
1705,0.5546319
1706,0.058527343
1707,0.1294661
1708,1.2987342e-06
1709,0.0035359166
1710,0.025695024
1711,0.24371886
1712,0.25828037
1713,0.007365324
1714,2.3910348e-05
1715,0.0007649081
1716,0.0048284135
1717,0.0021832318
1718,0.8456863
1719,0.50632244
1720,0.21508504
1721,1.2310203e-05
1722,1.8417791e-06
1723,0.013716726
1724,0.01485877
1725,9.497276e-06
1726,0.13988736
1727,0.0016195463
1728,0.06862965
1729,0.009361708
1730,8.822286e-10
1731,0.0012263381
1732,0.008973488
1733,2.3741279e-05
1734,1.7663197e-06
1735,2.3023479e-06
1736,0.9150918
1737,0.5871864
1738,0.034649063
1739,0.0049210275
1740,0.0022205452
1741,6.672156e-07
1742,4.225745e-05
1743,0.007309826
1744,0.8888834
1745,0.55116314
1746,0.010266692
1747,0.0016933631
1748,0.13397576
1749,0.00038356995
1750,0.029652148
1751,0.18490225
1752,0.00018612173
1753,0.005985332
1754,0.24453318
1755,0.0991137
1756,7.350598e-05
1757,7.398523e-07
1758,0.02950365
1759,0.02465376
1760,0.0010936195
1761,2.8963843e-05
1762,0.008174573
1763,7.186632e-06
1764,2.9074656e-07
1765,0.0036031837
1766,3.8072832e-07
1767,0.3101828
1768,3.5996816e-08
1769,0.7717484
1770,2.5164757e-06
1771,1.4405305e-05
1772,1.0512253e-09
1773,1.25392e-05
1774,3.4191314e-09
1775,0.90991604
1776,0.00031254906
1777,0.0020780466
1778,0.00014655951
1779,6.018778e-06
1780,0.00030969916
1781,0.002320717
1782,8.607573e-09
1783,3.89044e-07
1784,0.008982941
1785,1.2738232e-09
1786,1.6840688e-09
1787,0.00015112406
1788,0.0018889685
1789,9.4997165e-07
1790,1.8835951e-08
1791,0.0030144048
1792,1.2677017e-05
1793,0.00017628632
1794,0.017461527
1795,0.0796104
1796,0.0001479417
1797,0.0005444758
1798,1.2883116e-06
1799,0.016518438
1800,0.0016713333
1801,0.0054690097
1802,0.00055994274
1803,0.022781894
1804,0.21095712
1805,0.0004912866
1806,0.008452147
1807,0.80878747
1808,0.017605288
1809,0.018627275
1810,3.076294e-08
1811,2.9710929e-08
1812,0.03292673
1813,0.051499948
1814,3.1993648e-05
1815,2.68691e-06
1816,0.001639344
1817,8.8862376e-05
1818,0.0049744397
1819,0.039831426
1820,7.257422e-07
1821,0.49933493
1822,0.055733062
1823,0.0063349106
1824,0.0014629603
1825,1.2140682e-06
1826,0.17901151
1827,0.013106929
1828,1.8480371e-08
1829,0.27057046
1830,8.0120546e-05
1831,0.039141104
1832,0.008111769
1833,2.0519663e-05
1834,3.1955013e-05
1835,2.7533853e-05
1836,0.008052258
1837,2.3278768e-09
1838,0.015014819
1839,0.7768613
1840,0.09822642
1841,0.00012709708
1842,0.023821758
1843,0.002219035
1844,0.9995395
1845,0.0048935073
1846,4.9577473e-05
1847,6.8076865e-08
1848,0.0014431291
1849,0.00026968657
1850,0.027194915
1851,0.0016386821
1852,0.9675136
1853,7.024549e-05
1854,0.03306425
1855,5.4049756e-06
1856,0.046466585
1857,7.2040752e-06
1858,0.40616998
1859,0.0037537604
1860,0.0063185305
1861,0.07106742
1862,4.486007e-08
1863,3.3282875e-05
1864,0.62093073
1865,0.0009419521
1866,0.26801288
1867,0.0033890875
1868,0.011968764
1869,0.08816016
1870,0.101103164
1871,5.2750936e-11
1872,0.9352728
1873,1.6265741e-06
1874,0.07501273
1875,0.98708063
1876,0.026473014
1877,9.798291e-05
1878,2.9525596e-05
1879,8.350856e-06
1880,0.20068023
1881,0.007950741
1882,0.02717619
1883,0.61874497
1884,0.015273423
1885,0.0020877577
1886,0.79002523
1887,0.0003996973
1888,0.09898251
1889,0.00044724063
1890,7.2489416e-07
1891,0.045597646
1892,0.00067004387
1893,1.2030993e-05
1894,0.9408913
1895,0.00019736541
1896,0.089720406
1897,1.2910512e-05
1898,3.0863737e-07
1899,0.0014102651
1900,0.0014655628
1901,0.003980772
1902,0.4155004
1903,0.3846065
1904,0.07032116
1905,0.8406655
1906,0.00032601747
1907,3.2154472e-05
1908,0.029834097
1909,0.00094833615
1910,3.7724774e-05
1911,0.3285589
1912,1.7151206e-05
1913,0.0010562169
1914,4.4448484e-07
1915,0.24785401
1916,7.8836077e-10
1917,0.8208985
1918,2.82316e-06
1919,9.46667e-07
1920,0.06723459
1921,0.013965649
1922,0.09191474
1923,1.545711e-05
1924,0.0029918402
1925,0.10080966
1926,0.0050421427
1927,4.7084613e-06
1928,0.002088503
1929,0.00035235763
1930,0.01733926
1931,0.014115193
1932,0.029278751
1933,0.85974395
1934,0.029910937
1935,2.635926e-06
1936,1.130733e-05
1937,0.02485645
1938,0.0036290437
1939,0.049866833
1940,0.0046931836
1941,0.09314868
1942,0.00036806098
1943,0.0042177425
1944,5.0736335e-06
1945,0.00066974
1946,0.00011171123
1947,0.0024166326
1948,1.9447384e-10
1949,6.6327852e-06
1950,0.005333723
1951,0.3292646
1952,1.0495716e-05
1953,2.2094147e-05
1954,0.00082940864
